"id","answer","polarity","subjectivity","sentiment"
1139,"They're attempt to implement best practices, drives away talented people.If you penalize people for bad habits, and not reward those that have good habits, then that is being selfish.They do not hire",0.425,0.6166666667,"pos"
1140,"Good pay and benefits, great co-workers Management turnover too high, poor decision making",0.315,0.6225,"pos"
1141,"Changes to the Six Sigma program continue to handicap employees who work in process areas. Salaries are not competitive, talent retention struggles",0,0,"neu"
1142,"Employee Benefits are top notch. Career Growth is very limited.",0.2035714286,0.3428571429,"pos"
1143,"good vacation and decent salary outrageous cost of benefits, constant furlough and layoff threats",-0.0333333333,0.65,"neu"
1144,"Executive leadership is ruining morale. Leadership above site level is only about making the numbers and could care less about employee well being. Average employee receives two furloughs within a 7 m",-0.0791666667,0.3916666667,"neu"
1145,"It is a good company to work for. The company distances itself from lower workers.",0.7,0.6,"vpos"
1146,"Frustrating, overly-cautious business strategy. Complete unwillingness to spend company money even when all signs including voice of customer point to strong demand. Minimal R&D funding; prone to cuts",0.0083333333,0.6583333333,"neu"
1147,"The company has reduced or deferred raises over the past several years, aggressively passed on health care cost to the employees, have lay-offs and furloughs and cut employee recognition expenses. HR",-0.125,0.125,"neu"
1148,"Health insurance is awful with a $3000 deductible then 80/20 but a lot of prescriptions are free. Employees are fearful of layoffs and spend more time negatively discussing their future rather then wo",-0.2166666667,0.6375,"neg"
1149,"the friendly atmosphere and people The long extensive hours when overtime is needed",0.1083333333,0.4111111111,"neu"
1150,"Good training and development with continuous eagerness to improve on existing technology. Overall good place to work.",0.4666666667,0.4,"pos"
1151,"Great people, good pay, really enjoyed my job Unstable job security, too much non-value added practices costing customers more for their products",0.54,0.55,"pos"
1152,"Bad benefits, average salary, multiple rounds of layoffs/furlough this year, company is very process-driven and metric-driven, which kind of sucks the life out of employees. Honeywell is also extremel",-0.0583333333,0.4277777778,"neu"
1153,"So many. Culture and morale, horrible . Job security is shaky every quarter for past 3 years. Management and leadership move so much and do no learn from mistakes because most of them don't even know",-0.0638888889,0.4916666667,"neu"
1154,"Pays decently starting out and not a very stressful work environment. Difficult to understand Honeywell specific processes",-0.15,0.38125,"neu"
1155,"Some people start and end in the same job. This company doesn't always promote their best talent.",0.5,0.2125,"pos"
1156,"Periodic layoffs, furloughs and some mandatory overtime for some groups. I've heard that management has changed over the years for the worse.",-0.4,0.6,"neg"
1157,"Great deal of training. Furlows and layoffs. Employees not valued.",0.8,0.75,"vpos"
1158,"Wanted more technical training to help with my responsibilitiesSystem needed some upgradingCorporate culture",0.25,0.3,"pos"
1159,"Very good company to work at None that i can think of at this point",0.91,0.78,"vpos"
1160,"Can't think of many pros. Current challenge is job security due to restructuring",0.125,0.425,"neu"
1161,"- Outdated MES/ERP system (ERP based in DOS!!) with no update in sight. Slows production and processing to a crawl.- Poor training and continuous education / investment in employees skills- Corporate",-0.3416666667,0.4111111111,"neg"
1162,"Company tends to think short term - quarter to quarter instead of ignoring the pressures of Wall Street. Challenge of being a conglomerate - chemicals, aerospace, automation and controls in this day a",0,0.3,"neu"
1163,"The company is very slow and has out-fashioned management style. It is very frustrating at times. This company is not for people who wants things to happen fast.",-0.1275,0.555,"neu"
1164,"Great culture, group of people. Raises could never be over 2%, High deductible health plan, movement of jobs out of the USA",0.48,0.645,"pos"
1165,"Good people to work alongside. lots of learning opportunities. two furloughs and two layoffs in less than 12 months.",0.2666666667,0.3333333333,"pos"
1166,"Benefits are getting cut every year. Management incentive cut 50% for band 4's under Director. Constant nickel and dimming employees on benefits is getting old.Design and development processes are cum",0,0.3333333333,"neu"
1167,"Where to begin...this company being mismanaged from the top down and it is extremely management top heavy. Raises are almost non-existent on top of the below average pay. Schedules are made to meet cu",0.1242063492,0.526984127,"neu"
1168,"More frequent furloughs and layoffs with hiring freeze. Doesn't matter if you performed excellent before performance review time there is no raise because of pay freeze. Low staff resources but the co",0.4,0.525,"pos"
1169,"Constantly making employees furlough in addition to constant lay offs claiming no money while the CEO & managers continue to receive millions of dollars in bonuses that are based on the employees perf",0,0.3333333333,"neu"
1170,"Nice people, close to home,don't really know what else to say No cola raise, 2% merit raises, management don't have a clue what's going on.",0.4,0.6,"pos"
1171,"HR person used a confidential meeting I had with her to use against me to RIF me. She even stated that they hadn't even looked at the Admins for RIF's, until I went to talk to her of some of my conc",0,0,"neu"
1172,"Constant downsizing little tolerance for thinking outside the box high deductible health insurance is not effective unless you never get sick very cold aloof environment",-0.260255102,0.5829251701,"neg"
1173,"lots of Overtime, and the people are nice no raises/ or cost of living increase or bonus and healthcare not real good",0.1833333333,0.7,"neu"
1174,"There are a ton of well intended people working at this MN based global biz. Tons! There are so many political games internally that it makes it difficult to do good work.",0.1166666667,0.3666666667,"neu"
1175,"Cross-site micromanaging needs to stop. People that have limited knowledge of your process try to call the shots. Constant deflection of blame. Many people will try to throw others under the bus or ma",0.1428571429,0.3253968254,"neu"
1176,"Awesome people. High quality products. It has typical big company issues.",0.2483333333,0.535,"pos"
1177,"There are a ton of acronyms that are hard to understand some times. The company is big so you are just a cog.",-0.1458333333,0.3208333333,"neu"
1178,"Too focused on shareholder at the expense of the employee. Recent merit increase freeze and bonus reductions in ACS business unit are common tactics to control cost. Shareholders win, executives win,",0.325,0.3875,"pos"
1179,"The general vibe around the office is that this is a soul sucking place to work and the company is extremely cheap on the amenities, which makes it very difficult to come to work.",-0.0666666667,0.7333333333,"neu"
1180,"Limited increases during so-called promotion. Decreased benefits year over year.",-0.2357142857,0.4214285714,"neg"
1181,"Summer hours, friendly people, relocation, housing, leadership. Busy work, desk job, long hours",0.1416666667,0.4,"neu"
1182,"Ever since I joined in 2009, the company has been cutting salaries, denying raises, furloughing, laying people off and withholding promotions.",-0.6,0.9,"neu"
1183,"I have to look for new job since my last day is September 30, 2016. The company decided to move ISC operations to India.",0.0681818182,0.2606060606,"neu"
1184,"None at this time due to furloughs, layoffs, and outsourcing. Lack of leadership and pensions. ...outsourcing",-0.125,0.375,"neu"
1185,"The hard working people I worked with made the job bearable. To name a few:ÿ- Short notice furloughsÿ- Lay offsÿ- No merit increasesÿ- Band 4 still retain their bonuses through all of this...",-0.1458333333,0.4208333333,"neu"
1186,"TERRIBLE benefits, insurance, and management. No one wants to make any decisions at the site level. Morale is horrible. Everyone stays in constant fear of losing their job. Absolute worst place to wor",-0.4333333333,0.7222222222,"neg"
1187,"Micro managing style of working. Huge amount of internal presentations and work. Unrealistic timelines and work expectations. No trust in the teams who are doing the work. Very poor travel policy",-0.155,0.67,"neu"
1188,"You get to work with highly qualified team members. Great global exposure Highly political. Most senior strategy leadership plays favorites with the organization",0.292,0.378,"pos"
1189,"Great projects, amazing colleagues, decent pay Company doesn't seem to value talent",0.5222222222,0.7722222222,"pos"
1190,"Standard shifts with few deviations.Poor work/life balance for management.High deductible healthcare causes you to spend $5000 before it kicks in. Cost is very high.Starting compensation is good but d",0.175,0.25,"neu"
1191,"At the moment the Aerospace industry it's passing through difficult times and Honeywell is and all style business Corporation and the way they are addressing the issue it's not working. Because of tha",-0.5,1,"neg"
1192,"Lack of job security. Manage for metrics in a very short-sighted way. Lack of foresight and impulsive, reactionary upper management is creating a growing list of problems. Current corporate management",0.05,0.175,"neu"
1193,"Great Team of employees and customers Too many layoff's, uncertain future",0.4333333333,0.4583333333,"pos"
1194,"Local management has no autonomy. Nearly all decisions come out of Morristown. Almost non existent pay raises. Very difficult to move up. Old, rundown facilities. VERY LOW MORALE.",-0.09,0.398,"neu"
1195,"Bureaucracy. Sometimes it takes moving a mountain to get things done. At times businesses analyze too much and miss the market opportunity.",0.2,0.2,"pos"
1196,"Long hours, phone calls in the middle of the night due to simple production upsets that could've been fixed shortly and easily without a phone call waking me up.",0.0511904762,0.3522108844,"neu"
1197,"Great people. If you put in the effort you will get a lot out of the job. Not sure of aerospace's vision for the future working out.",0.1833333333,0.587962963,"neu"
1198,"No raises in 2 years. If you get one, it's no more than 2%. 10% pay cuts, bonuses cut by 50% if you are lucky enough to get them. Layoff and furloughs abound. Jobs going to either MX or India.High ded",0.0277777778,0.6111111111,"neu"
1199,"Good Entry-level Opportunities for recent graduates. None cons; fair employer, great peers, awesome work values.",0.64,0.7,"vpos"
1200,"Benefits reduced and raises are unsufficient. They can work to improve employee motivation and morale.",0,0,"neu"
1201,"The AFSCN is ending, need another job",0,0,"neu"
1202,"good place to work. good work culture very few young people. In india mostly testing happens",0.348,0.446,"pos"
1203,"Exciting Industry, good people, some very good leaders not always a stable industry, leadership has opted for employee furloughs",0.6366666667,0.7266666667,"vpos"
1204,"None at this point. No recommendation. No profit sharing. No bonus. No raise.",0,0,"neu"
1205,"Some of the software and data needs updating. Can be hard to drive results with the reassures you're given.",-0.2916666667,0.5416666667,"neg"
1206,"Excellent benefits, 401k, pension, vacation that increase with time at company. Management could use some people skills classes.",1,1,"vpos"
1207,"-No organic growth, only grow through acquisition-Very difficult to hire externally-Hard to move up because of scarcity of promotional opportunities-At least 50hr work week, worse when working on a pr",-0.3,0.75,"neg"
1208,"Health insurance is very expensive, career growth is very slow to advance sometimes years , a lot of mandatory overtime",-0.52,0.715,"neg"
1209,"good experience to be gained there sacrifice employee salaries for profits",0.7,0.6,"vpos"
1210,"Great pay and work environment I don't have any cons at this time",0.8,0.75,"vpos"
1211,"Working at Honeywell could sometimes be stressful and lead to late night / weekend work. There needs to be a better work / life balance.",0.1,0.55,"neu"
1212,"The benefits aren't so great, and management / HR can be very lackadaisical when it comes to allowing bad behavior from awful employees.",-0.175,0.6791666667,"neu"
1213,"the people who work at HON all share similar laid-back, pleasant personalities. It is not competitive very unorganized, lack of training, conflicting initiatives",0.3111111111,0.5555555556,"pos"
1214,"Doing more with less is the norm and long hours are necessary. Everything is metrics driven, beyond reason. Mandatory requirements to create continuous improvement ideas has resulted in change for the",0.0708333333,0.4916666667,"neu"
1215,"Opportunities to advance based on performance. Volatile economy affects for business decisions.",0,0,"neu"
1216,"Plenty of work and overtime Work life balance. Honeywell Aerospace ISC expects no less than 30 percent overtime to support business needs.",0.0833333333,0.0666666667,"neu"
1217,"The company is so big that is slow to move or implement faster. There is bureaucracy and many process to follow. Opportunities that can be address faster takes doble time.",0.0666666667,0.3333333333,"neu"
1218,"Decreasing benefits, furloughs, no merit increases, no bonuses, bad executive management, no work life balance, low morale, CEO too focused on maximizing stakeholder wealth and will destroy workforce",-0.3,0.3222222222,"neg"
1219,"people are great. low stress. expected to work all the time",0.2333333333,0.4833333333,"pos"
1220,"Well established processes and proceduresUpdated hardware Frugal in spending, heavy work load, inconsistent messages from upper level management, poor benefit offerings",-0.2,0.3666666667,"neg"
1221,"Diverse product line, great stock performance Selected few get chosen for career growth opportunities, others (specially minorities) get stuck",0.319047619,0.4738095238,"pos"
1222,"I have been working there for 16 years Not the same as it was when I started.",0,0.125,"neu"
1223,"Good business plan and continued growth. Furloughs and Yearly pay increases skipped.",0.7,0.6,"vpos"
1224,"Great People, great team building process. Very consistent and honest about job requirements with help offered. Too many force reductions causing stress with employees.",0.605,0.645,"vpos"
1225,"Sometimes good work. Able to work up the corporate ladder. Non stressful environment. Outsourcing, budget cuts, feuding among groups, processes processes and more processes",0.425,0.43125,"pos"
1226,"people are friendly and helpful manager do not usually in office",0.25,0.375,"pos"
1227,"In Kansas City, leadership is inconsistent and mercurial. There is a definite old boy mentality, and resistance to new ideas.The HR organization is mostly evil. If you're thinking of a job in commun",-0.1909090909,0.5386363636,"neu"
1228,"Friendly, professional, good benefits, large company Remote supervisor, limited in NoVA,",0.2029761905,0.3285714286,"pos"
1229,"The shareholders & CEO do not seem to care about their employees at all. They have squeezed as much as they can out of their employees. Their benefits package is basically you paying ridicules prices",0.2,0.2,"pos"
1230,"Friendly staff, good workers, convenient location Management does not connect with staff",0.5375,0.55,"pos"
1231,"Great place to work if u can handle being rapped in a pressure cooker. management not to friendly to fellow employees.",0.5875,0.625,"pos"
1232,"Gained design experience and friendly coworkers. Layoffs, no raises, furloughs. Best quarterly profit isn't good enough for Wall Street.",0.51875,0.475,"pos"
1233,"Poor pay, benefits, enormous bureaucracy. Middle level executives unwilling to challenge the horrible process burden that is handed down from above as if all products require the same type of specific",-0.1944444444,0.3923611111,"neu"
1234,"The company only values the bottom line. They show little value for people. You will get no training, very little effort towards safety... Constantly violating OSHA requirements...you have to do somet",-0.1078125,0.6208333333,"neu"
1235,"Honeywell does not give annual raises. Honeywell is also known for furloughing their people without pay at least one week every year.",-0.3,0.4,"neg"
1236,"CEO Dave Cote served his apprenticeship under former GE Jack Welch in the late 1990s - 2000 and brought that baggage with him. Can't deny the success of the business, but much of it comes at the expen",0.05,0.2,"neu"
1237,"Great diversity of positions available within Honeywell. Good benefits. Opportunities for advancement. High management turnover within 18 mo. - 2 years.",0.515,0.5725,"pos"
1238,"This job is for people who aren't very social. The feeling around the warehouse is almost always nervous. They worry more about everything being in its proper place than they do about production. They",0.1811111111,0.2288888889,"neu"
1239,"lots of new work in many fields lots of meetings with out real meanings",0.2787878788,0.4181818182,"pos"
1240,"Sometimes it seems that there are too many chiefs and not enough Indians.",0.25,0.5,"pos"
1241,"Company talks about fast and right and much of the focus is only on fast.Sr Leaders cause a lot of churn in the organization with frequent demands on data and information.Many lower and mid level mana",0.130952381,0.4392857143,"neu"
1242,"I was there for 30+ years and have no regrets. As with all aerospace companies, it's not the same as it was 20 years ago.",0.025,0.1625,"neu"
1243,"Very strong and forward looking company Admin work trickles down to professionals. Big waste of my time.",0.0519444444,0.3355555556,"neu"
1244,"Great Management System overall and team Hard to get integrated into",0.1694444444,0.4305555556,"neu"
1245,"Company does not care about employee's safety. Could not balance overtime in a respectable way to make working there enjoyable. Would not invest into maintenance of equipment, would run it till it bro",0.5,0.55,"pos"
1246,"Honestly like listed on here already there is nothing you can list as a pro when it comes to working in this department Low wagesTerrible managementFavoritismConstant hob threats",0.3,0.6,"pos"
1247,"Management is minimizing in-house development.Philosophy is for reuse of what is already known.Buying companies/knowledge is the business strategy.",0,0,"neu"
1248,"- Shift work is decided by seniority, not by superior work or (rarely is this last one the case) training.- Working with people that do not want to adapt to new technology or thinking (That's the way",0.2840909091,0.5803030303,"pos"
1249,"Great Team, excellent pay and benefits, flexible hours Contract to Contract yearly negotiations did not allow for job security",0.9,0.875,"vpos"
1250,"Can not think of any. Constantly buying new companies and laying off employees regardless of job performance or proficiency.",0.0681818182,0.3939393939,"neu"
1251,"The job is stable at this point Stressful at times, supervisors need more supervisionSkills",0.5,0.5,"pos"
1252,"Initiatives pushed down from the corporate level are sometimes a hindrance at the shop floor level. Work/life balance is difficult due to workload and staffing shortages",-0.1951388889,0.4159722222,"neu"
1253,"no pension for a fortune 500 company, mandatory overtime and people are in unsafe environment daily, no weekend compensation anymore only 2 days Sat and Sunday, The salaries listed on this site don't",0,0.5,"neu"
1254,"Many opportunities exist to move up the food chain. Supervisors care about their employees. Benefits are horrible. Too many new six sigma projects that never see completion.",0.0340909091,0.6136363636,"neu"
1255,"Honeywell provides a great Work-life flexible schedule If you do not have a degree in Engineering, it's VERY hard to grow your career.",0.2104166667,0.7270833333,"pos"
1256,"People, location, 401K match, Continued Strive to Bring in New Product/Technology Benefits, Lack of Overall Focus",0.0681818182,0.2272727273,"neu"
1257,"In what leadership describes as a slow growth environment they are having trouble paying employees. They have forced two weeks with no pay (furlough) in the past 7 months. No merit increases, even for",-0.2625,0.2625,"neg"
1258,"Good people for the most part, decent money High manager turnover, lack of personal accountability by upper management, no work life balance you are expected to give up everything for the company.",0.2038095238,0.4295238095,"pos"
1259,"Decent benefits if you know how to play the game. DIsorganized, old-boys' network, little advancement opportunities",-0.1402777778,0.5222222222,"neu"
1260,"1) Facilities are old, worn and broken.2) Building are actually trailers. It is a trailer park in the Phoenix facility.3) Harmful and toxic emissions that are inhaled in this facility. Management simp",0.05,0.15,"neu"
1261,"This is also a con. You will become bored with your job and need to move on. The company is not really interested in individual career growth, you have to continue to push to move to the next level.",-0.15625,0.475,"neu"
1262,"None, run away, Honeywell is a toxic company Work Furlough, worst medical in industry, management that is most un-ethical in industry, mandatory UN-compensatedovertime and now cut in pay !",-0.125,0.5,"neu"
1263,"Good company ethics & thoughts More with less attitude and too many good people to make a struggling company look good.",0.4888888889,0.4777777778,"pos"
1264,"Health insurance isn't so great (high deductible only, 3K deductible, 20% coinsurance after you hit the deductible). Benefits and opportunities seem to be decreasing, not increasing. Had layoffs this",0.32,0.7633333333,"pos"
1265,"HR lies and lies and lies. They will lie to you about how much vacation you get. They will lie about how horrible the health insurance is. They will lie about sick days. If HR is saying something, the",-0.5047619048,0.6857142857,"neg"
1266,"Lot of internal job opportunities Big company - really need to advertise yourself",0.0666666667,0.1,"neu"
1267,"the work here was easy workflexible schedulefriendlypeople not very challengingno cell phones",0.1666666667,0.5666666667,"neu"
1268,"Really good group of people Benefits are not the best.",0.85,0.45,"vpos"
1269,"Honeywell has a big company feel that can be a negative if you don't like that type of environment. The work/life balance is difficult if you are working on a critical project.",-0.2,0.575,"neg"
1270,"Nothing happens quickly, great place to learn about aerospace. Decentralized organization, difficult to obtain access to required systems and applications to function.",0.15,0.875,"neu"
1271,"It is a great place, to see what it really takes to make a part successful Some of the red tape process can make a simple task bigger than what it is",0.2916666667,0.4595238095,"pos"
1272,"Too much focus on cost, at the expense of quality. There are many managers in the organization but few true leaders in this environment as most are too concerned about protecting their own position ra",0.325,0.4916666667,"pos"
1273,"Politics are horrible. If managers don't like you they will plan your exit quicky. Managers are the problem. Dog eat dog world. Benefits are not good at all.",-0.675,0.8,"vneg"
1274,"Since there is cap on hiring and strong limitation of internal hiring your career perspectives are limited. You need to wait things out.",0.1206349206,0.2920634921,"neu"
1275,"Good work ethics and good working environment.Very safe place to work Not much overtime if that's what your looking for",0.45,0.475,"pos"
1276,"If moved up from within, financial growth is a little slower than expected but can be achieved at market level with proven results.",-0.0958333333,0.3,"neu"
1277,"Expected red tape of large corporation. Extensive processes to be followed to fulfill regular tasks. Strategy not always focused.",0.0228571429,0.2477655678,"neu"
1278,"good opportunities, excellent co workers Too Impersonal, corporate focused on cost cutting to an extreme",0.195,0.7,"neu"
1279,"Too much continually internal change - takes a bite out of qualityRIF - more and more work and multiple job roles transferred to those still here",0.24,0.24,"pos"
1280,"Honeywell offers competitive salaries for management level employees and up. Honeywell's healthcare benefits leaves much to be desired.",0.15,0.1,"neu"
1281,"Good work culture, 3 week vacation , 10 paid leave Pay could be better. Its not very competitive.",0.3666666667,0.4666666667,"pos"
1282,"The Union, Personalities of Employee, Unprofessional Office culture, lack of direction/focus, Old Mfg Equipment, Lack of Discipline, zero accountability, Office politics, RACIAL DISCRIMNATION...the li",0.1,0.2,"neu"
1283,"New office, fitness center, summer hours No raises, heavy workload, no appreciation.",-0.0545454545,0.3515151515,"neu"
1284,"Ability to develop lean skills and move up if you have the ability. Aerospace is very unstable business and expect periodic layoffs",0.2,0.3,"pos"
1285,"Good benefits and salary is ok The culture is getting very bad",0.0966666667,0.6555555556,"neu"
1286,"Sometimes long hours for project particulars. New projects of importance sometimes makes current project tasks get delayed. Multitasking works for most cases.",0.1465909091,0.4386363636,"neu"
1287,"co-workers, direct manager, gain some additional knowledge allowing me to move on Everything: benefits, pay, and always pay freezes. Not sure why people stay there",-0.075,0.6444444444,"neu"
1288,"Very difficult place to work due to highly political environment. Also very restrictive work practices and weak efforts towards communication. No value for subject matter experts and higher value for",-0.1238095238,0.4619047619,"neu"
1289,"The manufacturing supervisors are very stern and require very specific goals from each employee. They are work quantity orientated, and everyone has quotas they need to meet.",0.1,0.23125,"neu"
1290,"Ethical company, excellent management structure Large company so decision making may be slow at times",0.2785714286,0.6071428571,"pos"
1291,"Work flexibility and reasonable pay disorganized organization, lack of accountability, lack of career advancement",0.2,0.6,"pos"
1292,"Inconsistent direction and constant leadership changes have caused the business unit I was with to falter badly. They have reduced headcount to the absolute minimum and can barely execute to keep the",-0.1125,0.5,"neu"
1293,"None to speak of that are positive Treats employees as Interchangeable carbon units",0.2272727273,0.5454545455,"pos"
1294,"Decisions made on the corporate level favor the Honeywell shareholder much more than the salaried employee and are by no means consistent. Salaries have just been temporarily reduced by 10%. Lay offs",0.25,0.25,"pos"
1295,"It was a deep sadness to discover that the job position was ending for many of the higher ranked employees.",0.25,0.4666666667,"pos"
1296,"There is a wealth of experience here, many different projects and areas of focus Aging workforce stuck in their ways, low pay for experience level",0.1666666667,0.4666666667,"neu"
1297,"With the push to move the bulk of the design work to global (i.e. low cost) sites, domestic engineers become more project managers than designers. The process overhead can also be overwhelming at",0.2,0.38,"pos"
1298,"Large company offers acceptable benefits No focus on mobility or career progression",0.1571428571,0.2142857143,"neu"
1299,"Hardworking People that are dedicated. Lack of diversity within the office.",0,0,"neu"
1300,"Friendly environment. Career growth opportunity. Excellent place to learn sometime the belt is tightened to meet Qtr goals",0.6875,0.75,"vpos"
1301,"It's your typical giant corporationWork/life balance isn't the best, but not the worst eitherUpper management seem disconnected from lower ranksDifferent functions (manufacturing, R&D) don't always co",-0.0416666667,0.7,"neu"
1302,"Old school mentality, lacking innovative perspective. Health care costs are passed along to employees. Salaries are stagnant. Furloughs every couple of years to fix budget gaps, while the CEO is in th",0.3,0.6,"pos"
1303,"average salary and job stability.great 401K program health insurance isn't so good.",0.275,0.5,"pos"
1304,"Opportunity for growth, both personal and professional Lacking sense of community and team.",0.05,0.2,"neu"
1305,"SO many to name... Avg tenure of HW employee was 27.3 years! Monolithic processes. Unhelpful corp office. Long hours, low pay, differing missions between groups. Super toxic environment and very low m",0.1816666667,0.4513333333,"neu"
1306,"Started too much of cost cutting",-0.2,0.55,"neu"
1307,"In recent few years, instead of being the Engineering company, Honeywell has focused too much on manipulating the short term Stock price and and how the upper executives can get their cut.Cuts, cuts,",0,0.17,"neu"
1308,"Cutting edge work. Work atmosphere very friendly and people are fantastic Benefits are very pricey, site needs a lot of upgrades to keep with industry.",0.121875,0.6875,"neu"
1309,"Pay better than average companies Looking for too many ways to outsource",0.2833333333,0.4666666667,"pos"
1310,"1. it's a big company2. a lot of training3. team building is good 1. a lot of process2. cannot see the big tree of the whole company3. do not do visa sponsership",0.225,0.3,"pos"
1311,"Great advancement opportunities if you want No family life balance to spend more time with family",0.65,0.625,"vpos"
1312,"Large company with occasional political challenges. User experience design is a newer corporate initiative, and not everyone is quite on board yet.",0.0535714286,0.1633928571,"neu"
1313,"Great people and professional attitudes Enjoyed working there, only negative I can think of and disclose would be the many meetings to go over what was discussed at previous meetings.",0.2047619048,0.5166666667,"pos"
1314,"Honeywell offers great benefits and pay for our area There is a constant change in management leading people to have issues with trust",0.3,0.3611111111,"pos"
1315,"Challenging day to day. Opportunity to learn. Hard work not always recognized",0.1041666667,0.7708333333,"neu"
1316,"The place is aging, bureaucratic, starting to seem like a backwater in its industry (Aerospace division). It lacks vision about how its next 20 years will be",0,0.05,"neu"
1317,"Continued reductions of company benefits, (no longer offer pension, increased healthcare costs). Expections to work considerable overtime to compensate for lack of enough employees/",0.05,0.475,"neu"
1318,"The health insurance is terrible. Our out of pocket expenses are insane. Premiums are up again, so is the deductible.",-1,1,"vneg"
1319,"A Great place to work Very Large corporate structure and decision making",0.3595238095,0.4357142857,"pos"
1320,"Great people, easy job. Not a lot of upward movement",0.6166666667,0.7916666667,"vpos"
1321,"They provide great service and products to the government. They also take great care of their employees with salaries and benefits. There are no downsides in work for Honeywell",0.8,0.75,"vpos"
1322,"well structured organization,good system lack of care for employee, no career development plan,low pay",0,0,"neu"
1323,"great work culture and work balance. Less benefits and compensation. Management should focus on innovation",0.3166666667,0.4083333333,"pos"
1324,"They are a good, stable company They have not given yearly performance/merit increases too many times over the years.",0.6,0.55,"vpos"
1325,"Things constantly changing and uniforms",0,0.3333333333,"neu"
1326,"Much older community at Honeywell and the aerospace industry in general (many people are ready to retire) - not a lot of peers for the younger crowdNot great benefits",0.2861111111,0.4305555556,"pos"
1327,"No one goes out of the way to help. They tend to require overtime. Training is LACKING. People will ignore you if you are new.",0.1363636364,0.4545454545,"neu"
1328,"Pay, Management, Leadership, Future, Growth Long Hours, Politics, Culture, Morose, Lack of team work",-0.025,0.2625,"neu"
1329,"Nothing good to say about this company. Too much work for the staff. You end up working 12 hour days when you are salaried.",0.45,0.4,"pos"
1330,"Senior management doesn't want to train for positions people are placed into which leads to the experienced workers covering for those with little to no knowledge. Senior management are engineers and",0.30625,0.7,"pos"
1331,"Ironically, lack of proper management gives sufficient space for freedom and realization",0,0.1,"neu"
1332,"At the time, leader Carey Smith (an those she brought in) really pulled the organization down into price war bidding in areas not worth fighting for. Business went from very high capacity and spiraled",0.0256111111,0.3227222222,"neu"
1333,"I met some great people, and learned a lot. My boss was not very good.",0.2653846154,0.6057692308,"pos"
1334,"Big company many different opportunities Big company that operates in many silos makes it difficult to navigate. Also too many org changes/job restructuring.",0.1428571429,0.4714285714,"neu"
1335,"Health Benefits are poor, vacation accrual time is poor, only 2 weeks at onset, takes 5 years to earn more. They promote based on who's willing to take on extra responsibility and blame with no pay ra",-0.0083333333,0.5916666667,"neu"
1336,"Great benefits, good management, opportunities for growth Sometimes the size can make it challenging to accomplish certain tasks",0.5535714286,0.7303571429,"pos"
1337,"A lot of talent that is overlooked to save money and it ends up costing the employees more to fix (time and money). Company is very top heavy with managers, salaries are low, not aligning with the mar",0.2375,0.4875,"pos"
1338,"Continually improving gets old after a while. Sometimes you run out of ideas.",0.1,0.2,"neu"
1339,"Everyone was really helpful and really cared about your career. It's a hard company to get into",0.0361111111,0.3138888889,"neu"
1340,"Management not pursuing new work aggressively enough. Engineering management decisions made by people located in another state not local in New Jersey.",0.0681818182,0.3522727273,"neu"
1341,"I was able to gain a lot of valuable experience there. Nothing bad really. There is no such thing as a perfect job.",0.2,0.5983333333,"pos"
1342,"Horrible pay and horrendous benefits which shrink continuously. Micro-managing is the name of the game and they can't make things worse, they look somewhere else. For example, my department has a ten-",-0.45,0.5,"neg"
1343,"There may be some nepotism. Salaries are below average. The health insurance is terrible. There is a $3000 deductible. Its like not having insurance at all.",-0.575,0.7,"neg"
1344,"Benefits have eroded and performance evaluations do not match merit increases. There are no bonuses and career growth is difficult to come by.",-0.5,1,"neg"
1345,"Job Guarantee , Nice Work environment. Very Conservative policies , Not much growth for employees",0.2333333333,0.5,"pos"
1346,"This Company have Good Behaviors This Company can improve their Compensation Plan",0.7,0.6,"vpos"
1347,"Underpaid! Once I looked outside and went on interviews it was very clear how much I was underpaid even after asking for a raise many times. Medical benefits are horrible.",-0.0283333333,0.3747222222,"neu"
1348,"DOES NOT RECOMMEND!!! Managers show favoritism and award employee of the year to mediocre performance. NO RAISES FOR AN ENTIRE DIVISION IN 3 YEARS!!! The company will boast how much billions they have",-0.1,0.6083333333,"neu"
1349,"ANyone can get easily adapatable to the work environment. No cons from my side",0.4333333333,0.8333333333,"pos"
1350,"Terrific Growth Opportunity for Performing Staff /Individuals Frequent Organizational Changes Every Year",0.05,0.65,"neu"
1351,"The healthcare is horrible, nobody in ISC wants to work there and may have quit or found jobs in other departments. Employees are working 50-80 hours a week with no pay raises this year. The company i",-0.3083333333,0.4916666667,"neg"
1352,"The overarching focus on cost cutting has reduced resources necessary to do quality work. This, with the force reductions and furloughs has hurt morale, especially in some businesses",-0.2,0.9666666667,"neu"
1353,"Unfortunately, senior management is a good old boy network of pathetically untalented individuals whose only interest is moving up and maintaining their bonuses. Too many cheifs and 1 % of the india",0.16,0.66,"neu"
1354,"World wide company, great place to work. Promotions are very slow and hard to get",0.0045833333,0.5529166667,"neu"
1355,"good team mates, good site partners abusive leaders (i.e., interim VP), no career paths",0.7,0.6,"vpos"
1356,"Good work hours, good coworkers. Company makes billions in profits every year, always making excuses why they can't give raises. There is only 1 reason employees don't receive raises, GREED.",0.4666666667,0.7333333333,"pos"
